2149,Cheyanne,Hess,Exceeds,5
2150,Ishaan,Sheppard,Exceeds,5
2159,Matias,Burns,Exceeds,5
2180,Zariah,Castaneda,PIP,5
2181,Trevin,Lambert,PIP,5
2183,Bria,Bush,Exceeds,5
2185,Salvatore,Snyder,Exceeds,5
2187,Amaris,Kirk,Exceeds,5
2189,Tyree,Mahoney,Needs Improvement,5
2190,Kimberly,Horn,Needs Improvement,5
2191,Paul,Moreno,Needs Improvement,5
2196,Ellie,Ortega,Needs Improvement,5
2206,Audrina,Williams,Needs Improvement,5
2207,Sam,Knight,Needs Improvement,5
2213,Branden,Khan,Exceeds,5
2211,Leonara,Lindsay,Exceeds,5
2219,Hazel,Lane,Exceeds,5
2227,Raymond,Maldonado,Needs Improvement,5
2232,Jovan,Giles,Fully Meets,5
2239,Dario,Whitney,Fully Meets,5
2245,Londyn,Underwood,Fully Meets,5
2250,Irene,Kim,Fully Meets,5
2256,Kaylyn,Pham,Fully Meets,5
2264,Piper,Guzman,Fully Meets,5
2266,Jameson,Eaton,Fully Meets,5
2277,Amy,Dunn,Fully Meets,5
2285,Webster L,Butler,Fully Meets,5
2288,Kelley,Spirea,Fully Meets,5
2295,Everett,Jordan,Fully Meets,5
2300,Wesley,Nguyen,Fully Meets,5
2303,Penelope,Jordan,Fully Meets,5
2308,Asia,Rivers,Fully Meets,5
2310,Jade,Sloan,Fully Meets,5
2319,Kaylee,Harvey,Fully Meets,5
2322,Ariel,Cervantes,Fully Meets,5
2323,Aubree,Villanueva,Fully Meets,5
2340,Alice,Dudley,Fully Meets,5
2342,Eli,Owens,Fully Meets,5
2364,Milagros,Jimenez,Fully Meets,5
2367,Mariam,Doyle,Fully Meets,5
2369,Maximilian,Moyer,Fully Meets,5
2370,Salvador,Robinson,Fully Meets,5
2384,Matthias,Dunlap,Fully Meets,5
2393,Rhett,Holmes,Fully Meets,5
2398,Davion,Hahn,Fully Meets,5
2401,Darien,Young,Fully Meets,5
2408,Gunner,Boone,Fully Meets,5
2420,Carleigh,Garrison,Fully Meets,5
2427,Emilee,Thompson,Fully Meets,5
2434,Liam,Blevins,Fully Meets,5
2438,Humberto,Rocha,Fully Meets,5
2439,Cordell,Vazquez,Fully Meets,5
2446,Devan,Hall,Fully Meets,5
2451,Rosa,Rosales,Fully Meets,5
2454,Callum,Mccormick,Fully Meets,5
2456,Odin,Sampson,Fully Meets,5
2461,Tucker,Haas,Fully Meets,5
2467,Talia,Barrett,Fully Meets,5
2468,Kailyn,Torres,Fully Meets,5
2470,Cesar,Hunter,Fully Meets,5
2478,Braden,Nicholson,Fully Meets,5
2486,Ricardo,Ruiz,Fully Meets,5
2489,Graham,Villa,Fully Meets,5
2506,Trey,Johnston,Fully Meets,5
2507,Adalyn,Hess,Fully Meets,5
2508,Selina,Tapia,Fully Meets,5
2503,Ally,Goodman,Fully Meets,5
2516,Ally,Brennan,Fully Meets,5
2523,Maximilian,Williamson,Fully Meets,5
2538,Isaias,Pineda,Fully Meets,5
2549,Tristan,Reed,Fully Meets,5
2550,Beckett,Beck,Fully Meets,5
2552,Jalen,Jennings,Fully Meets,5
2567,Sylvia,Price,Fully Meets,5
2578,Michelle,Carter,Fully Meets,5
2583,Gerry,Friedman,Fully Meets,5
2587,Rylee,Frye,Fully Meets,5
2588,Callum,Ford,Fully Meets,5
2589,Jabari,Frank,Fully Meets,5
2590,Stephanie,Wilkinson,Fully Meets,5
2604,Saniyah,Cantu,Fully Meets,5
2613,Raquel,Sosa,Fully Meets,5
2614,Andy,Stewart,Fully Meets,5
2619,Carlo,Giles,Fully Meets,5
2630,Kiley,Wagner,Fully Meets,5
2633,Zain,Nolan,Fully Meets,5
2636,Gwendolyn,Hogan,Fully Meets,5
2637,Kaia,Hernandez,Fully Meets,5
2643,Katelyn,Brown,Fully Meets,5
2644,Miranda,Keith,Fully Meets,5
2647,Rylan,Key,Fully Meets,5
2663,Eli,Grant,Fully Meets,5
2671,Nasir,Glass,Fully Meets,5
2675,Kayden,Fernandez,Fully Meets,5
2678,Presley,Dodson,Fully Meets,5
2679,Christine,Giles,Fully Meets,5
2684,Kendrick,Pollard,Fully Meets,5
2701,Branden,Ali,Fully Meets,5
2703,Saul,Shaw,Fully Meets,5
2710,Madyson,Yates,Fully Meets,5
2713,Abagail,Villanueva,Fully Meets,5
2718,Madalyn,Prince,Fully Meets,5
2727,Uriah,Briggs,Fully Meets,5
2733,Davian,Davis,Fully Meets,5
2736,Zara,Werner,Fully Meets,5
2738,Kaeden,Branch,Fully Meets,5
2751,Mathew,Linden,Fully Meets,5
2745,Harley,Greer,Fully Meets,5
2746,Misael,Pratt,Fully Meets,5
2749,Elizabeth,Meads,Fully Meets,5
2770,Neveah,Bird,Fully Meets,5
2771,Tia,Potter,Fully Meets,5
2774,Macy,Nielsen,Fully Meets,5
2777,Hector,Escobar,Fully Meets,5
2778,Javon,Mckenzie,Fully Meets,5
2794,Emely,Parks,Fully Meets,5
2801,Devon,Shannon,Fully Meets,5
2803,Rebecca,Francis,Fully Meets,5
2816,Ricardo,Mcdonald,Fully Meets,5
2824,Talan,Garrett,Fully Meets,5
2826,Roger,Kaufman,Fully Meets,5
2832,Lilyana,Huffman,Fully Meets,5
2834,Madyson,Silva,Fully Meets,5
2835,Liberty,Poole,Fully Meets,5
2838,Gloria,Marks,Fully Meets,5
2841,Darien,Doyle,Fully Meets,5
2844,Litzy,Lloyd,Fully Meets,5
2846,Natalia,Bush,Fully Meets,5
2849,Shannon,Hurst,Fully Meets,5
2853,Nathanial,Davis,Needs Improvement,5
2856,Sage,Boyer,Needs Improvement,5
2858,Colin,Simpson,Fully Meets,5
2868,Lisa,Griffin,Fully Meets,5
2871,Tania,Taylor,Fully Meets,5
2887,Natalya,Reyes,Fully Meets,5
2888,Celia,Mcpherson,Fully Meets,5
2899,Johnathan,Huerta,Fully Meets,5
2906,Anabel,Hanna,Needs Improvement,5
2903,Presley,Padilla,Needs Improvement,5
2919,Ismael,Bowers,Needs Improvement,5
2920,Caden,Silva,Exceeds,5
2922,Miles,Roberts,Exceeds,5
2924,Kole,Garrison,Exceeds,5
2928,Jayden,Bolton,Fully Meets,5
2926,Yareli,Valdez,Needs Improvement,5
2935,Pablo,Yates,Fully Meets,5
2940,Larissa,Taylor,Needs Improvement,5
2953,Cannon,Morgan,Fully Meets,5
2970,Shenice,Gold,Fully Meets,5
2973,Jacquelyn,Williams,Fully Meets,5
2974,Kayla,Peterson,Fully Meets,5
2984,Tayana,Jeannite,Fully Meets,5
3001,Trent,Sandoval,Fully Meets,5
3003,Paul,Greer,Fully Meets,5
3004,Tiara,Velez,Fully Meets,5
3011,Isla,Becker,Fully Meets,5
3017,Arjun,Gibson,PIP,5
3027,Alan,Woods,Fully Meets,5
3039,Marquis,Johns,Fully Meets,5
3040,Areli,Torres,Fully Meets,5
3047,Francesca,Lowe,Exceeds,5
3051,Briley,Huerta,Fully Meets,5
3052,Ean,Barajas,Fully Meets,5
3056,Lyric,Butler,Fully Meets,5
3063,Patience,Henry,Fully Meets,5
3068,Alana,Nunez,Fully Meets,5
3075,Adam,Meza,Fully Meets,5
3076,Omari,Keller,Fully Meets,5
3090,Morgan,Roth,Fully Meets,5
3091,Kali,Hensley,Fully Meets,5
3088,Heaven,Nelson,Fully Meets,5
3096,Baron,Lindsey,Fully Meets,5
3100,Carsen,Schmidt,Fully Meets,5
3116,Johnathan,Harmon,Fully Meets,5
3119,Dana,Stevenson,Fully Meets,5
3122,Connor,Bray,Fully Meets,5
3124,Taliyah,Yang,Fully Meets,5
3129,Jayda,Chapman,Fully Meets,5
3130,Kennedy,Beard,Fully Meets,5
3133,Aydin,Dixon,Fully Meets,5
3134,Heidi,Joyce,Exceeds,5
3140,Evie,Beard,Fully Meets,5
3147,Bobby,Levy,Fully Meets,5
3152,Alaina,Mayo,Exceeds,5
3156,Pierce,Charles,Fully Meets,5
3157,Deegan,Pham,Exceeds,5
3162,Camryn,Clark,Fully Meets,5
3164,Danielle,Blanchard,Fully Meets,5
3171,Regina,Lopez,Fully Meets,5
3174,Roy,Pratt,Fully Meets,5
3184,Dakota,Oliver,PIP,5
3207,Lynn,O'hare,Fully Meets,5
3209,Daniel,Davis,Fully Meets,5
3210,Barbara M,Stanford,Fully Meets,5
3212,Mohammed,Latif,Fully Meets,5
3216,Janine,Purinton,Fully Meets,5
3218,Spencer,Cole,Fully Meets,5
3223,Alisa,Aguirre,Fully Meets,5
3224,Sterling,Davila,Fully Meets,5
3236,Landin,Walton,Fully Meets,5
3248,Micah,Douglas,Fully Meets,5
3251,Elliana,Thomas,Fully Meets,5
3256,Coleman,Huffman,Fully Meets,5
3264,Alani,Phillips,Fully Meets,5
3267,Perla,Terry,Fully Meets,5
3279,Jonas,Everett,Fully Meets,5
3280,Makaila,Pham,Fully Meets,5
3281,Gloria,Rose,Fully Meets,5
3277,Wade,Beltran,Fully Meets,5
3295,Emmanuel,Perkins,Fully Meets,5
3298,Tatum,Petty,Fully Meets,5
3320,Zachery,Moreno,Fully Meets,5
3339,Alyson,Hickman,Fully Meets,5
3350,Jalen,Richmond,Fully Meets,5
3355,Darryl,Ponce,Fully Meets,5
3363,Trevor,Barry,Exceeds,5
3368,Karli,Parks,Exceeds,5
3376,Maren,Anderson,Exceeds,5
3382,Romeo,Gordon,Exceeds,5
3406,Serenity,Montgomery,Fully Meets,5
3407,Kamila,Sanders,Fully Meets,5
3413,Jovanny,Matthews,Fully Meets,5
3409,Brenton,Zavala,Fully Meets,4
3396,Stephen,Mcmillan,Fully Meets,4
3379,Marquis,Joseph,Exceeds,4
3377,Cruz,Ashley,Exceeds,4
3374,Ronald,Bullock,Exceeds,4
3372,Kylie,Roman,Fully Meets,4
3366,Andre,Allison,Exceeds,4
3343,Seth,Huff,Fully Meets,4
3345,Moshe,Anderson,Fully Meets,4
3418,Karma,Palmer,Fully Meets,4
3329,Gabriel,Smith,Fully Meets,4
3330,Esther,Willis,Fully Meets,4
3322,Roland,Berg,Fully Meets,4
3323,Lilliana,Cowan,Fully Meets,4
3299,Devyn,Pace,Fully Meets,4
3304,Destiney,Kirby,Fully Meets,4
3305,Jace,Galloway,Fully Meets,4
3306,Justice,Guerra,PIP,4
3307,Quincy,Cardenas,Fully Meets,4
3302,Maya,Mccoy,Fully Meets,4
3311,William,Avila,Fully Meets,4
3312,Saniya,Mosley,Fully Meets,4
3314,German,Hobbs,Fully Meets,4
3297,Axel,Dunlap,Fully Meets,4
3289,Kinley,Serrano,Fully Meets,4
3292,Nadia,Romero,Fully Meets,4
3278,Mina,Bryant,Fully Meets,4
3285,Rashad,Sutton,PIP,4
3261,Kaylen,Fisher,Fully Meets,4
3262,Kasey,Preston,PIP,4
3273,Zaria,Mcintosh,Fully Meets,4
3252,Edward,Chung,PIP,4
3246,Natalia,Burns,Fully Meets,4
3237,Landon,Mayo,Fully Meets,4
3238,Abby,Estes,Fully Meets,4
3221,Savanah,Baker,Fully Meets,4
3226,Drake,Ashley,Fully Meets,4
3200,Peter,Robertson,Fully Meets,4
3201,Josephine,Bugali,Fully Meets,4
3202,Dallas,Leach,Fully Meets,4
3203,Marianne,Eaton,Fully Meets,4
3204,Bruno,Rossetti,Fully Meets,4
3205,Roxana,Goyal,Fully Meets,4
3188,Meghan,Ray,Fully Meets,4
3180,Johnny,Whitehead,Fully Meets,4
3181,Antwan,Clayton,Fully Meets,4
3172,Justice,Clark,Fully Meets,4
3169,Cristian,Ritter,Exceeds,4
3167,Destinee,Mejia,Exceeds,4
3163,Geovanni,Crawford,Fully Meets,4
3159,Mollie,Woodward,Fully Meets,4
3160,Baylee,Warner,Exceeds,4
3146,Abril,Joseph,Fully Meets,4
3151,Khalil,Guzman,Exceeds,4
3153,Jagger,Morgan,Fully Meets,4
3142,Ingrid,Wilkins,Fully Meets,4
3138,Isabell,Wu,Fully Meets,4
3139,Kenny,Blanchard,Fully Meets,4
3135,Elle,Spears,Fully Meets,4
3136,Cesar,Anderson,Fully Meets,4
3115,Braiden,Kirby,Fully Meets,4
3132,Ximena,Suarez,Fully Meets,4
3125,Boston,Cochran,Fully Meets,4
3123,Zaiden,Leblanc,Fully Meets,4
3120,Angelique,Hogan,Fully Meets,4
3121,Moriah,Dodson,Fully Meets,4
3112,Emanuel,George,Fully Meets,4
3113,Giselle,Calderon,Fully Meets,4
3103,Abel,Snow,Fully Meets,4
3106,Bruno,Jimenez,Fully Meets,4
3107,Elijah,Barr,Fully Meets,4
3097,Rigoberto,Gentry,Fully Meets,4
3098,Rayne,Chambers,Fully Meets,4
3099,Laila,Simmons,Exceeds,4
3089,Baylee,Castaneda,Fully Meets,4
3087,Corinne,Campos,Fully Meets,4
3095,Frederick,Carney,Fully Meets,4
3067,Annabel,Lewis,Fully Meets,4
3084,Mekhi,Hopkins,Fully Meets,4
3079,Tommy,Carter,Fully Meets,4
3069,Jaylen,Donaldson,Fully Meets,4
3061,Kaylynn,Odom,Fully Meets,4
3073,Jayvon,Simpson,Fully Meets,4
3064,London,Pennington,Fully Meets,4
3065,Anna,Salazar,Fully Meets,4
3049,Carlie,Wagner,Fully Meets,4
3050,Harmony,Pruitt,Fully Meets,4
3057,Bridger,Duran,Fully Meets,4
3046,Claudia,Melton,Exceeds,4
3042,Deven,Gillespie,Exceeds,4
3037,Catalina,Eaton,Fully Meets,4
3029,Malachi,Burnett,Fully Meets,4
3016,Moshe,Hunter,PIP,4
3008,Alfred,Goodman,Fully Meets,4
2992,Moshe,Copeland,Fully Meets,4
2993,Harley,Nunez,Fully Meets,4
2994,Sammy,Walter,Fully Meets,4
2995,Ronnie,Haas,Needs Improvement,4
2996,Kira,Robertson,Fully Meets,4
2987,Geoff,Dickinson,Fully Meets,4
2989,Kason,Kramer,Fully Meets,4
2975,Bradley J,Knapp,Fully Meets,4
2978,Sam,Athwal,Fully Meets,4
2966,Joanna,Bradley,Fully Meets,4
2967,Sade,Smith,Fully Meets,4
2968,Lowan M,Biden,Fully Meets,4
2958,Ulises,Herring,Fully Meets,4
2945,Kamryn,Mckinney,Needs Improvement,4
2949,Belen,Vasquez,Fully Meets,4
2950,Charlize,Rocha,Needs Improvement,4
2952,Bridger,Alvarado,Fully Meets,4
2932,Braeden,Moss,Fully Meets,4
2925,Kaylin,Andersen,Exceeds,4
2923,Joel,Spence,Needs Improvement,4
2917,Janiah,Ball,Exceeds,4
2918,Brice,Medina,Exceeds,4
2904,Marquis,Atkinson,Exceeds,4
2912,Conor,Petty,Needs Improvement,4
2907,Celeste,Branch,Needs Improvement,4
2901,Deshawn,Ayers,Fully Meets,4
2870,Sanai,Sweeney,Fully Meets,4
2880,Aimee,Berg,Fully Meets,4
2881,Kyson,Scott,Fully Meets,4
2882,Lamar,Kirk,Fully Meets,4
2883,Slade,Lynn,Fully Meets,4
2894,Aliza,Pace,Fully Meets,4
2896,Gia,Winters,Fully Meets,4
2897,Aidyn,Cuevas,Fully Meets,4
2898,Angel,Santos,Fully Meets,4
2873,Jordyn,Snyder,Fully Meets,4
2875,Harley,Walker,Fully Meets,4
2876,Luka,Novak,Fully Meets,4
2862,Randall,West,Fully Meets,4
2863,Caitlin,Palmer,Needs Improvement,4
2855,Kale,Potter,Needs Improvement,4
2851,Rihanna,Briggs,Fully Meets,4
2845,Jett,York,Fully Meets,4
2837,Jaylen,Butler,Fully Meets,4
2827,Ignacio,Mcintyre,Fully Meets,4
2825,Van,Griffin,Fully Meets,4
2822,Barrett,Sosa,Fully Meets,4
2817,Camila,Hodges,Fully Meets,4
2819,Davin,Wade,Fully Meets,4
2808,Keagan,Villa,Fully Meets,4
2810,Jabari,Stanton,Fully Meets,4
2812,Aurora,Bass,Fully Meets,4
2815,Luke,Burke,Fully Meets,4
2804,Salma,Frederick,Fully Meets,4
2802,Lucy,Harrington,Fully Meets,4
2795,Corinne,Hopkins,Fully Meets,4
2789,Isabel,Wyatt,Fully Meets,4
2790,Angelo,Henry,Fully Meets,4
2776,Karlee,Davies,Fully Meets,4
2785,Atticus,White,Fully Meets,4
2787,Caden,Taylor,Fully Meets,4
2780,Anika,Robbins,Fully Meets,4
2781,Ishaan,Robinson,Fully Meets,4
2750,Patrick,Moran,Fully Meets,4
2765,Rex,England,Fully Meets,4
2747,Sneha,Jhaveri,Fully Meets,4
2761,Barbara,Gaul,Fully Meets,4
2762,Carla,Demita,Fully Meets,4
2752,Adeel,Osturnka,Fully Meets,4
2753,Lisa,Cornett,Fully Meets,4
2739,Gabriel,Swanson,Fully Meets,4
2737,Darian,Hansen,Fully Meets,4
2741,Kellen,Hill,Fully Meets,4
2743,Stephanie,Hampton,Fully Meets,4
2744,Walter,Mayo,Fully Meets,4
2734,Maxim,Mooney,Fully Meets,4
2725,Dean,Little,Fully Meets,4
2719,Clara,Stewart,Fully Meets,4
2720,Cheyenne,Herman,Fully Meets,4
2721,Emerson,Zavala,Fully Meets,4
2715,Alejandro,Wilkinson,Fully Meets,4
2707,Annalise,Olsen,Fully Meets,4
2704,Isla,Mcdaniel,Fully Meets,4
2698,Jaycee,Alexander,Fully Meets,4
2700,Brynn,Kennedy,Fully Meets,4
2690,Joaquin,Cuevas,Fully Meets,4
2696,Meadow,Delgado,Fully Meets,4
2683,Charlize,Ballard,Fully Meets,4
2686,Ryker,Hopkins,Fully Meets,4
2692,Ralph,Stone,Fully Meets,4
2693,Malcolm,Rivas,Fully Meets,4
2694,Adam,Beltran,Fully Meets,4
2673,Alena,Walter,Fully Meets,4
2656,Urijah,Houston,Fully Meets,4
2665,Abdiel,Good,Fully Meets,4
2666,Kaylyn,Frye,Fully Meets,4
2640,Magdalena,Whitehead,Fully Meets,4
2645,Breanna,Kerr,Fully Meets,4
2649,Maximus,Delgado,Fully Meets,4
2642,Demarion,Harrington,Fully Meets,4
2652,Fernando,Richard,Fully Meets,4
2654,Lauryn,Anthony,Fully Meets,4
2634,Hezekiah,Mcgee,Fully Meets,4
2632,Madeline,Suarez,Fully Meets,4
2626,Jordyn,Mcguire,Fully Meets,4
2627,Valentino,Myers,Fully Meets,4
2615,Patrick,Padilla,Fully Meets,4
2605,Jakayla,Dickson,Fully Meets,4
2586,Travis,Ozark,Fully Meets,4
2612,Amiya,Richardson,Fully Meets,4
2617,Yadira,Barron,Fully Meets,4
2618,Anika,Bender,Fully Meets,4
2622,Mary,Moore,Fully Meets,4
2591,Cruz,Arellano,Fully Meets,4
2598,Yesenia,Payne,Fully Meets,4
2595,Karly,Ho,Fully Meets,4
2584,Noah,Villanueva,Fully Meets,4
2522,Zaniyah,Parks,Fully Meets,4
2608,Lewis,Hobbs,Fully Meets,4
2572,Alannah,Rivas,Fully Meets,4
2573,Jessica,Bunbury,Fully Meets,4
2570,Ayden,Wu,Fully Meets,4
2575,Ricardo,Gonzales,Fully Meets,4
2568,Eden,Choi,Fully Meets,4
2560,Nathan,Schmitt,Fully Meets,4
2562,Angelique,Cochran,Fully Meets,4
2558,Maeve,Gordon,Fully Meets,4
2532,Demetrius,Cooley,Fully Meets,4
2540,London,Bautista,Fully Meets,4
2542,Koen,Flores,Fully Meets,4
2545,Odin,Key,Fully Meets,4
2546,Deven,Huff,Fully Meets,4
2547,Kenna,Simon,Fully Meets,4
2504,Vanessa,Zuniga,Fully Meets,4
2515,Mayra,Lynn,Fully Meets,4
2518,Rebekah,Delacruz,Fully Meets,4
2519,Melody,Wright,Fully Meets,4
2511,Ernesto,Beltran,Fully Meets,4
2512,Lawrence,Obrien,Fully Meets,4
2493,Connor,Carrillo,Fully Meets,4
2494,Owen,Burch,Fully Meets,4
2497,Marilyn,Chaney,Fully Meets,4
2498,Camron,Keller,Fully Meets,4
2499,Ali,Benjamin,Fully Meets,4
2490,Kyle,Ali,Fully Meets,4
2487,Leo,Cooper,Fully Meets,4
2482,Eric,Dougall,Fully Meets,4
2484,Brian,Champaigne,Fully Meets,4
2485,Alex,Sweetwater,Fully Meets,4
2479,Mireya,Sutton,Fully Meets,4
2473,Anastasia,Hardy,Fully Meets,4
2474,Aliana,Blake,Fully Meets,4
2475,Houston,Burnett,Fully Meets,4
2469,Uriah,Pennington,Fully Meets,4
2463,Ava,Chan,Fully Meets,4
2459,Bradyn,Pham,Fully Meets,4
2444,America,Buchanan,Fully Meets,4
2447,Jensen,Mccullough,Fully Meets,4
2448,Kristin,Hickman,Fully Meets,4
2449,Chana,Fox,Fully Meets,4
2436,Susan,Wiggins,Fully Meets,4
2428,Emmett,Chandler,Fully Meets,4
2429,Vincent,Ramsey,Fully Meets,4
2431,Elvis,Kaufman,Fully Meets,4
2415,Raelynn,Lara,Fully Meets,4
2417,Hayley,Webb,Fully Meets,4
2409,Kaitlin,Cooke,Fully Meets,4
2407,Lamont,Prince,Fully Meets,4
2413,Alexus,Greer,Fully Meets,4
2383,Danny,Thomas,Fully Meets,4
2403,Ellis,Maldonado,Fully Meets,4
2405,Emily,Davidson,Fully Meets,4
2660,Sanaa,Valenzuela,Fully Meets,4
2399,Brice,Phillips,Fully Meets,4
2376,Erica,Sloan,Fully Meets,4
2377,Payton,Nolan,Fully Meets,4
2343,Emelia,Mcintyre,Fully Meets,4
2346,Taryn,Black,Fully Meets,4
2349,Reagan,Atkinson,Fully Meets,4
2351,Kendall,Mcintyre,Fully Meets,4
2356,Sariah,Little,Fully Meets,4
2358,Summer,Huang,Fully Meets,4
2332,Jaime,Austin,Fully Meets,4
2334,Iris,Preston,Fully Meets,4
2335,Magdalena,Fischer,Fully Meets,4
2336,Walter,Dominguez,Fully Meets,4
2337,Hallie,Macias,Fully Meets,4
2338,Ivan,Hull,Fully Meets,4
2324,Aspen,Dixon,Fully Meets,4
2327,Parker,Cunningham,Fully Meets,4
2328,Kadyn,Herring,Fully Meets,4
2320,Kristen,Peters,Fully Meets,4
2312,Maximilian,Carney,Fully Meets,4
2315,Marcelo,Flowers,Fully Meets,4
2302,Marlene,Rhodes,Fully Meets,4
2298,Terry,Gay,Fully Meets,4
2289,Brandon R,LeBlanc,Fully Meets,4
2291,Elisa,Bramante,Fully Meets,4
2249,Jewel,Bryant,Fully Meets,4
2294,Ariana,Strickland,Fully Meets,4
2278,Kissy,Sullivan,Fully Meets,4
2270,Dylan,Livingston,Fully Meets,4
2280,Ebonee,Peterson,Fully Meets,4
2281,Elijiah,Gray,Fully Meets,4
2282,Charles,Bozzi,Fully Meets,4
2283,Sean,Quinn,Fully Meets,4
2267,Antony,Brandt,Fully Meets,4
2273,Ana,Stafford,Fully Meets,4
2274,Carlos,Mccoy,Fully Meets,4
2242,Aileen,Pacheco,Fully Meets,4
2243,Dorian,Wu,Fully Meets,4
2244,Monica,Pham,Fully Meets,4
2252,Ricardo,Fitzgerald,Fully Meets,4
2246,Britney,Logan,Fully Meets,4
2228,Kayley,Romero,PIP,4
2229,Antonio,Gray,PIP,4
2224,Hadley,Nash,Exceeds,4
2220,Lilah,Harrison,Exceeds,4
2221,Cedric,Sawyer,Exceeds,4
2222,Caiden,Lam,Exceeds,4
2217,Kaylie,Ayers,Exceeds,4
2218,Abdullah,Arellano,Exceeds,4
2214,Aiden,Wade,Exceeds,4
2210,Julia,Soto,Exceeds,4
2205,Gia,Franco,Needs Improvement,4
2199,Lilly,Haynes,Exceeds,4
2200,Bianca,Cardenas,Exceeds,4
2202,Desiree,Walker,Exceeds,4
2197,Adrien,Maddox,Needs Improvement,4
2193,Joel,Bowen,Needs Improvement,4
2182,Nathalie,Hays,Exceeds,4
2157,Ansley,Arias,Exceeds,4
2177,Landen,Figueroa,PIP,4
2178,Francis,Robbins,PIP,4
2179,Raphael,Solomon,PIP,4
2125,Leslie,Zamora,Exceeds,4
2131,Kaiya,Marsh,Needs Improvement,4
2147,Vance,Cain,Exceeds,4
2153,Alfred,Caldwell,Exceeds,4
2154,Julianna,Vang,Exceeds,4
2155,Arthur,Wilson,Exceeds,4
2127,Makena,Benitez,Needs Improvement,4
2116,Stanley,Bowen,Needs Improvement,4
2112,Emilio,Pierce,Exceeds,4
2114,Abagail,Moran,Exceeds,4
2110,Richard,Deleon,Exceeds,4
2105,Joel,Hanson,Needs Improvement,4
2099,Drake,Wiggins,PIP,4
2100,Lucy,Santos,Exceeds,4
3768,Morgan,Blackwell,Fully Meets,4
3745,Jordan,Davis,Fully Meets,4
3749,Kayden,Soto,Fully Meets,4
3753,George,Villegas,Fully Meets,4
3755,Maxwell,Howell,Fully Meets,4
3730,Bobby,Chung,Fully Meets,4
3740,Monique,Buckley,Fully Meets,4
3726,Averi,Stevenson,Fully Meets,4
3714,Aleena,Mercer,Fully Meets,4
3715,Jake,White,Fully Meets,4
3703,Addisyn,Guerrero,Exceeds,4
3708,Case,Gaines,Exceeds,4
3718,Dalton,Frazier,Fully Meets,4
3724,Essence,Schwartz,Fully Meets,4
3694,Nickolas,West,PIP,4
3695,Cason,Neal,PIP,4
3697,Sonia,Skinner,PIP,4
3657,Lorelei,Walls,Fully Meets,4
3654,Cassius,Gates,Exceeds,4
3682,Rene,Wallace,Fully Meets,4
3648,Keyon,Hensley,Exceeds,4
3649,Elisha,Ruiz,Exceeds,4
3635,Kylee,Bates,Fully Meets,4
3590,Dominik,Mullen,Fully Meets,4
3624,Cesar,Higgins,Fully Meets,4
3616,Ruben,Lewis,Fully Meets,4
3612,Edward,Mann,PIP,4
3604,Kane,Owen,Needs Improvement,4
3605,Emerson,Pitts,Fully Meets,4
3573,Jennifer,Medeiros,Exceeds,4
3579,Constance,Sloan,Needs Improvement,4
3580,Davion,Sanchez,Fully Meets,4
3576,Angela,Erilus,Exceeds,4
3577,Miguel,Estremera,Fully Meets,4
3582,Augustus,Drake,Fully Meets,4
3583,Gracelyn,Huynh,Needs Improvement,4
3584,Orlando,Armstrong,Fully Meets,4
3585,Edward,Everett,Fully Meets,4
